Unnamed: 0,type,full_question,label,accuracy,ci_lb,ci_ub,llm_name,noise_level
30,time,Quanti penalità ha raccolto il giocatore agent1 nel turno 29?,points_agent1_29,1.0,1.0,1.0,Qwen2.5-32B-Instruct,5
31,time,Quanti penalità ha raccolto il giocatore agent1 nel turno 30?,points_agent1_30,1.0,1.0,1.0,Qwen2.5-32B-Instruct,5
32,time,Quale azione ha giocato il giocatore agent2 nel turno 28?,action_agent2_28,1.0,1.0,1.0,Qwen2.5-32B-Instruct,5
33,time,Quale azione ha giocato il giocatore agent2 nel turno 29?,action_agent2_29,1.0,1.0,1.0,Qwen2.5-32B-Instruct,5
34,time,Quale azione ha giocato il giocatore agent2 nel turno 30?,action_agent2_30,1.0,1.0,1.0,Qwen2.5-32B-Instruct,5
35,time,Quanti penalità ha raccolto il giocatore agent2 nel turno 28?,points_agent2_28,1.0,1.0,1.0,Qwen2.5-32B-Instruct,5
36,time,Quanti penalità ha raccolto il giocatore agent2 nel turno 29?,points_agent2_29,1.0,1.0,1.0,Qwen2.5-32B-Instruct,5
37,time,Quanti penalità ha raccolto il giocatore agent2 nel turno 30?,points_agent2_30,1.0,1.0,1.0,Qwen2.5-32B-Instruct,5
38,rules,metadata,metadata,0.0,0.0,0.0,Qwen2.5-32B-Instruct,5
39,rules,Qual è il penalità più alto che il giocatore agent1 può ottenere in un singolo turno?,max_bound,1.0,1.0,1.0,Qwen2.5-32B-Instruct,5
40,rules,Qual è il penalità più basso che il giocatore agent1 può ottenere in un singolo turno?,min_bound,1.0,1.0,1.0,Qwen2.5-32B-Instruct,5
41,rules,Quali azioni è autorizzato a giocare il giocatore agent1?,allowed_actions,1.0,1.0,1.0,Qwen2.5-32B-Instruct,5
42,rules,Qual è il penalità del giocatore agent1 in un singolo turno se il giocatore agent1 gioca 'Cooperare' e il giocatore agent2 gioca 'Cooperare'?,payoff_check_p0_Coo_Coo,1.0,1.0,1.0,Qwen2.5-32B-Instruct,5
43,rules,Qual è il penalità del giocatore agent1 in un singolo turno se il giocatore agent1 gioca 'Tradire' e il giocatore agent2 gioca 'Tradire'?,payoff_check_p0_Tra_Tra,1.0,1.0,1.0,Qwen2.5-32B-Instruct,5
44,rules,Qual è il penalità del giocatore agent1 in un singolo turno se il giocatore agent1 gioca 'Cooperare' e il giocatore agent2 gioca 'Tradire'?,payoff_check_p0_Coo_Tra,1.0,1.0,1.0,Qwen2.5-32B-Instruct,5
45,rules,Qual è il penalità del giocatore agent2 in un singolo turno se il giocatore agent1 gioca 'Cooperare' e il giocatore agent2 gioca 'Tradire'?,payoff_check_p1_Coo_Tra,1.0,1.0,1.0,Qwen2.5-32B-Instruct,5
46,state,metadata,metadata,0.0,0.0,0.0,Qwen2.5-32B-Instruct,5
47,state,Quante volte il giocatore agent1 ha scelto Tradire?,#actions_agent1_Tradire,0.0,0.0,0.0,Qwen2.5-32B-Instruct,5
48,state,Quante volte il giocatore agent1 ha scelto Cooperare?,#actions_agent1_Cooperare,0.6666666666666666,0.2940184063380748,1.0,Qwen2.5-32B-Instruct,5
49,state,Quante volte il giocatore agent2 ha scelto Tradire?,#actions_agent2_Tradire,0.0,0.0,0.0,Qwen2.5-32B-Instruct,5
50,state,Quante volte il giocatore agent2 ha scelto Cooperare?,#actions_agent2_Cooperare,0.6666666666666666,0.2940184063380748,1.0,Qwen2.5-32B-Instruct,5
51,state,Qual è il totale attuale di penalità del giocatore agent1?,total_payoff_agent1,0.0,0.0,0.0,Qwen2.5-32B-Instruct,5
52,state,Qual è il totale attuale di penalità del giocatore agent2?,total_payoff_agent2,0.0,0.0,0.0,Qwen2.5-32B-Instruct,5
0,time,metadata,metadata,0.0,0.0,0.0,Qwen2.5-32B-Instruct,20
1,time,Qual è il turno attuale del gioco?,current_round,1.0,1.0,1.0,Qwen2.5-32B-Instruct,20
2,time,Quale azione ha giocato il giocatore agent1 nel turno 8?,action_agent1_8,1.0,1.0,1.0,Qwen2.5-32B-Instruct,20
3,time,Quale azione ha giocato il giocatore agent1 nel turno 9?,action_agent1_9,1.0,1.0,1.0,Qwen2.5-32B-Instruct,20
4,time,Quale azione ha giocato il giocatore agent1 nel turno 10?,action_agent1_10,1.0,1.0,1.0,Qwen2.5-32B-Instruct,20
5,time,Quanti penalità ha raccolto il giocatore agent1 nel turno 8?,points_agent1_8,1.0,1.0,1.0,Qwen2.5-32B-Instruct,20
6,time,Quanti penalità ha raccolto il giocatore agent1 nel turno 9?,points_agent1_9,1.0,1.0,1.0,Qwen2.5-32B-Instruct,20
7,time,Quanti penalità ha raccolto il giocatore agent1 nel turno 10?,points_agent1_10,1.0,1.0,1.0,Qwen2.5-32B-Instruct,20
8,time,Quale azione ha giocato il giocatore agent2 nel turno 8?,action_agent2_8,1.0,1.0,1.0,Qwen2.5-32B-Instruct,20
9,time,Quale azione ha giocato il giocatore agent2 nel turno 9?,action_agent2_9,1.0,1.0,1.0,Qwen2.5-32B-Instruct,20
10,time,Quale azione ha giocato il giocatore agent2 nel turno 10?,action_agent2_10,1.0,1.0,1.0,Qwen2.5-32B-Instruct,20
11,time,Quanti penalità ha raccolto il giocatore agent2 nel turno 8?,points_agent2_8,1.0,1.0,1.0,Qwen2.5-32B-Instruct,20
12,time,Quanti penalità ha raccolto il giocatore agent2 nel turno 9?,points_agent2_9,1.0,1.0,1.0,Qwen2.5-32B-Instruct,20
13,time,Quanti penalità ha raccolto il giocatore agent2 nel turno 10?,points_agent2_10,1.0,1.0,1.0,Qwen2.5-32B-Instruct,20
14,time,Quale azione ha giocato il giocatore agent1 nel turno 18?,action_agent1_18,1.0,1.0,1.0,Qwen2.5-32B-Instruct,20
15,time,Quale azione ha giocato il giocatore agent1 nel turno 19?,action_agent1_19,1.0,1.0,1.0,Qwen2.5-32B-Instruct,20
16,time,Quale azione ha giocato il giocatore agent1 nel turno 20?,action_agent1_20,1.0,1.0,1.0,Qwen2.5-32B-Instruct,20
17,time,Quanti penalità ha raccolto il giocatore agent1 nel turno 18?,points_agent1_18,1.0,1.0,1.0,Qwen2.5-32B-Instruct,20
18,time,Quanti penalità ha raccolto il giocatore agent1 nel turno 19?,points_agent1_19,1.0,1.0,1.0,Qwen2.5-32B-Instruct,20
19,time,Quanti penalità ha raccolto il giocatore agent1 nel turno 20?,points_agent1_20,1.0,1.0,1.0,Qwen2.5-32B-Instruct,20
20,time,Quale azione ha giocato il giocatore agent2 nel turno 18?,action_agent2_18,1.0,1.0,1.0,Qwen2.5-32B-Instruct,20
21,time,Quale azione ha giocato il giocatore agent2 nel turno 19?,action_agent2_19,1.0,1.0,1.0,Qwen2.5-32B-Instruct,20
22,time,Quale azione ha giocato il giocatore agent2 nel turno 20?,action_agent2_20,1.0,1.0,1.0,Qwen2.5-32B-Instruct,20
23,time,Quanti penalità ha raccolto il giocatore agent2 nel turno 18?,points_agent2_18,1.0,1.0,1.0,Qwen2.5-32B-Instruct,20
24,time,Quanti penalità ha raccolto il giocatore agent2 nel turno 19?,points_agent2_19,1.0,1.0,1.0,Qwen2.5-32B-Instruct,20
25,time,Quanti penalità ha raccolto il giocatore agent2 nel turno 20?,points_agent2_20,1.0,1.0,1.0,Qwen2.5-32B-Instruct,20
26,time,Quale azione ha giocato il giocatore agent1 nel turno 28?,action_agent1_28,1.0,1.0,1.0,Qwen2.5-32B-Instruct,20
27,time,Quale azione ha giocato il giocatore agent1 nel turno 29?,action_agent1_29,1.0,1.0,1.0,Qwen2.5-32B-Instruct,20
28,time,Quale azione ha giocato il giocatore agent1 nel turno 30?,action_agent1_30,1.0,1.0,1.0,Qwen2.5-32B-Instruct,20
29,time,Quanti penalità ha raccolto il giocatore agent1 nel turno 28?,points_agent1_28,1.0,1.0,1.0,Qwen2.5-32B-Instruct,20
30,time,Quanti penalità ha raccolto il giocatore agent1 nel turno 29?,points_agent1_29,1.0,1.0,1.0,Qwen2.5-32B-Instruct,20
31,time,Quanti penalità ha raccolto il giocatore agent1 nel turno 30?,points_agent1_30,1.0,1.0,1.0,Qwen2.5-32B-Instruct,20
32,time,Quale azione ha giocato il giocatore agent2 nel turno 28?,action_agent2_28,1.0,1.0,1.0,Qwen2.5-32B-Instruct,20
33,time,Quale azione ha giocato il giocatore agent2 nel turno 29?,action_agent2_29,1.0,1.0,1.0,Qwen2.5-32B-Instruct,20
34,time,Quale azione ha giocato il giocatore agent2 nel turno 30?,action_agent2_30,1.0,1.0,1.0,Qwen2.5-32B-Instruct,20
35,time,Quanti penalità ha raccolto il giocatore agent2 nel turno 28?,points_agent2_28,1.0,1.0,1.0,Qwen2.5-32B-Instruct,20
36,time,Quanti penalità ha raccolto il giocatore agent2 nel turno 29?,points_agent2_29,1.0,1.0,1.0,Qwen2.5-32B-Instruct,20
37,time,Quanti penalità ha raccolto il giocatore agent2 nel turno 30?,points_agent2_30,1.0,1.0,1.0,Qwen2.5-32B-Instruct,20
38,rules,metadata,metadata,0.0,0.0,0.0,Qwen2.5-32B-Instruct,20
39,rules,Qual è il penalità più alto che il giocatore agent1 può ottenere in un singolo turno?,max_bound,1.0,1.0,1.0,Qwen2.5-32B-Instruct,20
40,rules,Qual è il penalità più basso che il giocatore agent1 può ottenere in un singolo turno?,min_bound,1.0,1.0,1.0,Qwen2.5-32B-Instruct,20
41,rules,Quali azioni è autorizzato a giocare il giocatore agent1?,allowed_actions,1.0,1.0,1.0,Qwen2.5-32B-Instruct,20
42,rules,Qual è il penalità del giocatore agent1 in un singolo turno se il giocatore agent1 gioca 'Cooperare' e il giocatore agent2 gioca 'Cooperare'?,payoff_check_p0_Coo_Coo,1.0,1.0,1.0,Qwen2.5-32B-Instruct,20
43,rules,Qual è il penalità del giocatore agent1 in un singolo turno se il giocatore agent1 gioca 'Tradire' e il giocatore agent2 gioca 'Tradire'?,payoff_check_p0_Tra_Tra,1.0,1.0,1.0,Qwen2.5-32B-Instruct,20
44,rules,Qual è il penalità del giocatore agent1 in un singolo turno se il giocatore agent1 gioca 'Cooperare' e il giocatore agent2 gioca 'Tradire'?,payoff_check_p0_Coo_Tra,1.0,1.0,1.0,Qwen2.5-32B-Instruct,20
45,rules,Qual è il penalità del giocatore agent2 in un singolo turno se il giocatore agent1 gioca 'Cooperare' e il giocatore agent2 gioca 'Tradire'?,payoff_check_p1_Coo_Tra,1.0,1.0,1.0,Qwen2.5-32B-Instruct,20
46,state,metadata,metadata,0.0,0.0,0.0,Qwen2.5-32B-Instruct,20
47,state,Quante volte il giocatore agent1 ha scelto Tradire?,#actions_agent1_Tradire,0.0,0.0,0.0,Qwen2.5-32B-Instruct,20
48,state,Quante volte il giocatore agent1 ha scelto Cooperare?,#actions_agent1_Cooperare,0.0,0.0,0.0,Qwen2.5-32B-Instruct,20
49,state,Quante volte il giocatore agent2 ha scelto Tradire?,#actions_agent2_Tradire,0.0,0.0,0.0,Qwen2.5-32B-Instruct,20
50,state,Quante volte il giocatore agent2 ha scelto Cooperare?,#actions_agent2_Cooperare,0.0,0.0,0.0,Qwen2.5-32B-Instruct,20
51,state,Qual è il totale attuale di penalità del giocatore agent1?,total_payoff_agent1,0.0,0.0,0.0,Qwen2.5-32B-Instruct,20
52,state,Qual è il totale attuale di penalità del giocatore agent2?,total_payoff_agent2,0.0,0.0,0.0,Qwen2.5-32B-Instruct,20
0,time,metadata,metadata,0.0,0.0,0.0,gpt-oss-20b,0
1,time,Qual è il turno attuale del gioco?,current_round,1.0,1.0,1.0,gpt-oss-20b,0
2,time,Quale azione ha giocato il giocatore agent1 nel turno 8?,action_agent1_8,1.0,1.0,1.0,gpt-oss-20b,0
3,time,Quale azione ha giocato il giocatore agent1 nel turno 9?,action_agent1_9,1.0,1.0,1.0,gpt-oss-20b,0
4,time,Quale azione ha giocato il giocatore agent1 nel turno 10?,action_agent1_10,1.0,1.0,1.0,gpt-oss-20b,0
5,time,Quanti penalità ha raccolto il giocatore agent1 nel turno 8?,points_agent1_8,1.0,1.0,1.0,gpt-oss-20b,0
6,time,Quanti penalità ha raccolto il giocatore agent1 nel turno 9?,points_agent1_9,1.0,1.0,1.0,gpt-oss-20b,0
7,time,Quanti penalità ha raccolto il giocatore agent1 nel turno 10?,points_agent1_10,1.0,1.0,1.0,gpt-oss-20b,0
8,time,Quale azione ha giocato il giocatore agent2 nel turno 8?,action_agent2_8,1.0,1.0,1.0,gpt-oss-20b,0
9,time,Quale azione ha giocato il giocatore agent2 nel turno 9?,action_agent2_9,1.0,1.0,1.0,gpt-oss-20b,0
10,time,Quale azione ha giocato il giocatore agent2 nel turno 10?,action_agent2_10,1.0,1.0,1.0,gpt-oss-20b,0
11,time,Quanti penalità ha raccolto il giocatore agent2 nel turno 8?,points_agent2_8,1.0,1.0,1.0,gpt-oss-20b,0
12,time,Quanti penalità ha raccolto il giocatore agent2 nel turno 9?,points_agent2_9,1.0,1.0,1.0,gpt-oss-20b,0
13,time,Quanti penalità ha raccolto il giocatore agent2 nel turno 10?,points_agent2_10,1.0,1.0,1.0,gpt-oss-20b,0
14,time,Quale azione ha giocato il giocatore agent1 nel turno 18?,action_agent1_18,1.0,1.0,1.0,gpt-oss-20b,0
15,time,Quale azione ha giocato il giocatore agent1 nel turno 19?,action_agent1_19,1.0,1.0,1.0,gpt-oss-20b,0
16,time,Quale azione ha giocato il giocatore agent1 nel turno 20?,action_agent1_20,1.0,1.0,1.0,gpt-oss-20b,0
17,time,Quanti penalità ha raccolto il giocatore agent1 nel turno 18?,points_agent1_18,1.0,1.0,1.0,gpt-oss-20b,0
18,time,Quanti penalità ha raccolto il giocatore agent1 nel turno 19?,points_agent1_19,1.0,1.0,1.0,gpt-oss-20b,0
19,time,Quanti penalità ha raccolto il giocatore agent1 nel turno 20?,points_agent1_20,1.0,1.0,1.0,gpt-oss-20b,0
20,time,Quale azione ha giocato il giocatore agent2 nel turno 18?,action_agent2_18,1.0,1.0,1.0,gpt-oss-20b,0
21,time,Quale azione ha giocato il giocatore agent2 nel turno 19?,action_agent2_19,1.0,1.0,1.0,gpt-oss-20b,0
22,time,Quale azione ha giocato il giocatore agent2 nel turno 20?,action_agent2_20,1.0,1.0,1.0,gpt-oss-20b,0
23,time,Quanti penalità ha raccolto il giocatore agent2 nel turno 18?,points_agent2_18,1.0,1.0,1.0,gpt-oss-20b,0
24,time,Quanti penalità ha raccolto il giocatore agent2 nel turno 19?,points_agent2_19,1.0,1.0,1.0,gpt-oss-20b,0
25,time,Quanti penalità ha raccolto il giocatore agent2 nel turno 20?,points_agent2_20,1.0,1.0,1.0,gpt-oss-20b,0
26,time,Quale azione ha giocato il giocatore agent1 nel turno 28?,action_agent1_28,1.0,1.0,1.0,gpt-oss-20b,0
27,time,Quale azione ha giocato il giocatore agent1 nel turno 29?,action_agent1_29,1.0,1.0,1.0,gpt-oss-20b,0
28,time,Quale azione ha giocato il giocatore agent1 nel turno 30?,action_agent1_30,1.0,1.0,1.0,gpt-oss-20b,0
29,time,Quanti penalità ha raccolto il giocatore agent1 nel turno 28?,points_agent1_28,1.0,1.0,1.0,gpt-oss-20b,0
30,time,Quanti penalità ha raccolto il giocatore agent1 nel turno 29?,points_agent1_29,1.0,1.0,1.0,gpt-oss-20b,0
31,time,Quanti penalità ha raccolto il giocatore agent1 nel turno 30?,points_agent1_30,1.0,1.0,1.0,gpt-oss-20b,0
32,time,Quale azione ha giocato il giocatore agent2 nel turno 28?,action_agent2_28,1.0,1.0,1.0,gpt-oss-20b,0
33,time,Quale azione ha giocato il giocatore agent2 nel turno 29?,action_agent2_29,1.0,1.0,1.0,gpt-oss-20b,0
34,time,Quale azione ha giocato il giocatore agent2 nel turno 30?,action_agent2_30,1.0,1.0,1.0,gpt-oss-20b,0
35,time,Quanti penalità ha raccolto il giocatore agent2 nel turno 28?,points_agent2_28,1.0,1.0,1.0,gpt-oss-20b,0
36,time,Quanti penalità ha raccolto il giocatore agent2 nel turno 29?,points_agent2_29,1.0,1.0,1.0,gpt-oss-20b,0
37,time,Quanti penalità ha raccolto il giocatore agent2 nel turno 30?,points_agent2_30,1.0,1.0,1.0,gpt-oss-20b,0
38,rules,metadata,metadata,0.0,0.0,0.0,gpt-oss-20b,0
39,rules,Qual è il penalità più alto che il giocatore agent1 può ottenere in un singolo turno?,max_bound,1.0,1.0,1.0,gpt-oss-20b,0
40,rules,Qual è il penalità più basso che il giocatore agent1 può ottenere in un singolo turno?,min_bound,0.6666666666666666,0.3256688063497128,1.0,gpt-oss-20b,0
41,rules,Quali azioni è autorizzato a giocare il giocatore agent1?,allowed_actions,1.0,1.0,1.0,gpt-oss-20b,0
42,rules,Qual è il penalità del giocatore agent1 in un singolo turno se il giocatore agent1 gioca 'Cooperare' e il giocatore agent2 gioca 'Cooperare'?,payoff_check_p0_Coo_Coo,1.0,1.0,1.0,gpt-oss-20b,0
43,rules,Qual è il penalità del giocatore agent1 in un singolo turno se il giocatore agent1 gioca 'Tradire' e il giocatore agent2 gioca 'Tradire'?,payoff_check_p0_Tra_Tra,1.0,1.0,1.0,gpt-oss-20b,0
44,rules,Qual è il penalità del giocatore agent1 in un singolo turno se il giocatore agent1 gioca 'Cooperare' e il giocatore agent2 gioca 'Tradire'?,payoff_check_p0_Coo_Tra,1.0,1.0,1.0,gpt-oss-20b,0
45,rules,Qual è il penalità del giocatore agent2 in un singolo turno se il giocatore agent1 gioca 'Cooperare' e il giocatore agent2 gioca 'Tradire'?,payoff_check_p1_Coo_Tra,1.0,1.0,1.0,gpt-oss-20b,0
46,state,metadata,metadata,0.0,0.0,0.0,gpt-oss-20b,0
47,state,Quante volte il giocatore agent1 ha scelto Cooperare?,#actions_agent1_Cooperare,0.0,0.0,0.0,gpt-oss-20b,0
48,state,Quante volte il giocatore agent1 ha scelto Tradire?,#actions_agent1_Tradire,0.5,0.1361905056926796,0.8638094943073203,gpt-oss-20b,0
49,state,Quante volte il giocatore agent2 ha scelto Cooperare?,#actions_agent2_Cooperare,0.0,0.0,0.0,gpt-oss-20b,0
50,state,Quante volte il giocatore agent2 ha scelto Tradire?,#actions_agent2_Tradire,0.0,0.0,0.0,gpt-oss-20b,0
51,state,Qual è il totale attuale di penalità del giocatore agent1?,total_payoff_agent1,0.0,0.0,0.0,gpt-oss-20b,0
52,state,Qual è il totale attuale di penalità del giocatore agent2?,total_payoff_agent2,0.0,0.0,0.0,gpt-oss-20b,0
0,time,metadata,metadata,0.0,0.0,0.0,gpt-oss-20b,5
1,time,Qual è il turno attuale del gioco?,current_round,1.0,1.0,1.0,gpt-oss-20b,5
2,time,Quale azione ha giocato il giocatore agent1 nel turno 8?,action_agent1_8,1.0,1.0,1.0,gpt-oss-20b,5
3,time,Quale azione ha giocato il giocatore agent1 nel turno 9?,action_agent1_9,1.0,1.0,1.0,gpt-oss-20b,5
4,time,Quale azione ha giocato il giocatore agent1 nel turno 10?,action_agent1_10,1.0,1.0,1.0,gpt-oss-20b,5
5,time,Quanti penalità ha raccolto il giocatore agent1 nel turno 8?,points_agent1_8,1.0,1.0,1.0,gpt-oss-20b,5
6,time,Quanti penalità ha raccolto il giocatore agent1 nel turno 9?,points_agent1_9,1.0,1.0,1.0,gpt-oss-20b,5
7,time,Quanti penalità ha raccolto il giocatore agent1 nel turno 10?,points_agent1_10,1.0,1.0,1.0,gpt-oss-20b,5
8,time,Quale azione ha giocato il giocatore agent2 nel turno 8?,action_agent2_8,1.0,1.0,1.0,gpt-oss-20b,5
9,time,Quale azione ha giocato il giocatore agent2 nel turno 9?,action_agent2_9,1.0,1.0,1.0,gpt-oss-20b,5
10,time,Quale azione ha giocato il giocatore agent2 nel turno 10?,action_agent2_10,1.0,1.0,1.0,gpt-oss-20b,5
11,time,Quanti penalità ha raccolto il giocatore agent2 nel turno 8?,points_agent2_8,1.0,1.0,1.0,gpt-oss-20b,5
12,time,Quanti penalità ha raccolto il giocatore agent2 nel turno 9?,points_agent2_9,1.0,1.0,1.0,gpt-oss-20b,5
13,time,Quanti penalità ha raccolto il giocatore agent2 nel turno 10?,points_agent2_10,1.0,1.0,1.0,gpt-oss-20b,5
14,time,Quale azione ha giocato il giocatore agent1 nel turno 18?,action_agent1_18,1.0,1.0,1.0,gpt-oss-20b,5
15,time,Quale azione ha giocato il giocatore agent1 nel turno 19?,action_agent1_19,1.0,1.0,1.0,gpt-oss-20b,5
16,time,Quale azione ha giocato il giocatore agent1 nel turno 20?,action_agent1_20,1.0,1.0,1.0,gpt-oss-20b,5
17,time,Quanti penalità ha raccolto il giocatore agent1 nel turno 18?,points_agent1_18,1.0,1.0,1.0,gpt-oss-20b,5
18,time,Quanti penalità ha raccolto il giocatore agent1 nel turno 19?,points_agent1_19,1.0,1.0,1.0,gpt-oss-20b,5
19,time,Quanti penalità ha raccolto il giocatore agent1 nel turno 20?,points_agent1_20,1.0,1.0,1.0,gpt-oss-20b,5
20,time,Quale azione ha giocato il giocatore agent2 nel turno 18?,action_agent2_18,1.0,1.0,1.0,gpt-oss-20b,5
21,time,Quale azione ha giocato il giocatore agent2 nel turno 19?,action_agent2_19,1.0,1.0,1.0,gpt-oss-20b,5
22,time,Quale azione ha giocato il giocatore agent2 nel turno 20?,action_agent2_20,1.0,1.0,1.0,gpt-oss-20b,5
23,time,Quanti penalità ha raccolto il giocatore agent2 nel turno 18?,points_agent2_18,1.0,1.0,1.0,gpt-oss-20b,5
24,time,Quanti penalità ha raccolto il giocatore agent2 nel turno 19?,points_agent2_19,1.0,1.0,1.0,gpt-oss-20b,5
25,time,Quanti penalità ha raccolto il giocatore agent2 nel turno 20?,points_agent2_20,1.0,1.0,1.0,gpt-oss-20b,5
26,time,Quale azione ha giocato il giocatore agent1 nel turno 28?,action_agent1_28,1.0,1.0,1.0,gpt-oss-20b,5
27,time,Quale azione ha giocato il giocatore agent1 nel turno 29?,action_agent1_29,1.0,1.0,1.0,gpt-oss-20b,5
28,time,Quale azione ha giocato il giocatore agent1 nel turno 30?,action_agent1_30,1.0,1.0,1.0,gpt-oss-20b,5
29,time,Quanti penalità ha raccolto il giocatore agent1 nel turno 28?,points_agent1_28,1.0,1.0,1.0,gpt-oss-20b,5
30,time,Quanti penalità ha raccolto il giocatore agent1 nel turno 29?,points_agent1_29,1.0,1.0,1.0,gpt-oss-20b,5
31,time,Quanti penalità ha raccolto il giocatore agent1 nel turno 30?,points_agent1_30,1.0,1.0,1.0,gpt-oss-20b,5
32,time,Quale azione ha giocato il giocatore agent2 nel turno 28?,action_agent2_28,1.0,1.0,1.0,gpt-oss-20b,5
33,time,Quale azione ha giocato il giocatore agent2 nel turno 29?,action_agent2_29,1.0,1.0,1.0,gpt-oss-20b,5
34,time,Quale azione ha giocato il giocatore agent2 nel turno 30?,action_agent2_30,1.0,1.0,1.0,gpt-oss-20b,5
35,time,Quanti penalità ha raccolto il giocatore agent2 nel turno 28?,points_agent2_28,1.0,1.0,1.0,gpt-oss-20b,5
36,time,Quanti penalità ha raccolto il giocatore agent2 nel turno 29?,points_agent2_29,1.0,1.0,1.0,gpt-oss-20b,5
37,time,Quanti penalità ha raccolto il giocatore agent2 nel turno 30?,points_agent2_30,1.0,1.0,1.0,gpt-oss-20b,5
38,rules,metadata,metadata,0.0,0.0,0.0,gpt-oss-20b,5
39,rules,Qual è il penalità più alto che il giocatore agent1 può ottenere in un singolo turno?,max_bound,1.0,1.0,1.0,gpt-oss-20b,5
40,rules,Qual è il penalità più basso che il giocatore agent1 può ottenere in un singolo turno?,min_bound,0.8333333333333334,0.5824867962131547,1.0,gpt-oss-20b,5
41,rules,Quali azioni è autorizzato a giocare il giocatore agent1?,allowed_actions,1.0,1.0,1.0,gpt-oss-20b,5
42,rules,Qual è il penalità del giocatore agent1 in un singolo turno se il giocatore agent1 gioca 'Cooperare' e il giocatore agent2 gioca 'Cooperare'?,payoff_check_p0_Coo_Coo,1.0,1.0,1.0,gpt-oss-20b,5
43,rules,Qual è il penalità del giocatore agent1 in un singolo turno se il giocatore agent1 gioca 'Tradire' e il giocatore agent2 gioca 'Tradire'?,payoff_check_p0_Tra_Tra,1.0,1.0,1.0,gpt-oss-20b,5
44,rules,Qual è il penalità del giocatore agent1 in un singolo turno se il giocatore agent1 gioca 'Cooperare' e il giocatore agent2 gioca 'Tradire'?,payoff_check_p0_Coo_Tra,1.0,1.0,1.0,gpt-oss-20b,5
45,rules,Qual è il penalità del giocatore agent2 in un singolo turno se il giocatore agent1 gioca 'Cooperare' e il giocatore agent2 gioca 'Tradire'?,payoff_check_p1_Coo_Tra,1.0,1.0,1.0,gpt-oss-20b,5
46,state,metadata,metadata,0.0,0.0,0.0,gpt-oss-20b,5
47,state,Quante volte il giocatore agent1 ha scelto Cooperare?,#actions_agent1_Cooperare,0.0,0.0,0.0,gpt-oss-20b,5
48,state,Quante volte il giocatore agent1 ha scelto Tradire?,#actions_agent1_Tradire,0.0,0.0,0.0,gpt-oss-20b,5
49,state,Quante volte il giocatore agent2 ha scelto Cooperare?,#actions_agent2_Cooperare,0.8333333333333334,0.5409104026825884,1.0,gpt-oss-20b,5
50,state,Quante volte il giocatore agent2 ha scelto Tradire?,#actions_agent2_Tradire,0.0,0.0,0.0,gpt-oss-20b,5
51,state,Qual è il totale attuale di penalità del giocatore agent1?,total_payoff_agent1,0.0,0.0,0.0,gpt-oss-20b,5
52,state,Qual è il totale attuale di penalità del giocatore agent2?,total_payoff_agent2,0.0,0.0,0.0,gpt-oss-20b,5
