game_id,agent_name,llm_name,noise_level,personality,cooperation_rate,predicted_strategy,prediction_confidence,nice,forgiving,retaliatory,troublemaking,emulative
Mistral-7B-Instruct-v0.3__noise05__game_157,agent1,Mistral-7B-Instruct-v0.3,5,合作型的,0.9667,AllC,0.9999996423721313,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise05__game_157,agent2,Mistral-7B-Instruct-v0.3,5,自私型的,0.1,AllD,0.9985929131507874,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise05__game_158,agent1,Mistral-7B-Instruct-v0.3,5,自私型的,0.1667,WSLS,0.6771008968353271,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise05__game_158,agent2,Mistral-7B-Instruct-v0.3,5,合作型的,0.9333,AllC,0.9999996423721313,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise05__game_159,agent1,Mistral-7B-Instruct-v0.3,5,自私型的,0.0667,AllD,0.9999796152114868,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise05__game_159,agent2,Mistral-7B-Instruct-v0.3,5,自私型的,0.1333,AllD,0.9966182112693787,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise05__game_160,agent1,Mistral-7B-Instruct-v0.3,5,một người hợp tác,0.0333,TFT,1.0,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise05__game_160,agent2,Mistral-7B-Instruct-v0.3,5,một người hợp tác,0.1333,AllD,0.975788414478302,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise05__game_162,agent1,Mistral-7B-Instruct-v0.3,5,một người ích kỷ,0.0667,TFT,1.0,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise05__game_162,agent2,Mistral-7B-Instruct-v0.3,5,một người hợp tác,0.0,AllD|TFT,1.0,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise05__game_161,agent1,Mistral-7B-Instruct-v0.3,5,một người hợp tác,0.0667,TFT,1.0,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise05__game_161,agent2,Mistral-7B-Instruct-v0.3,5,một người ích kỷ,0.1,TFT,1.0,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise05__game_163,agent1,Mistral-7B-Instruct-v0.3,5,một người ích kỷ,0.0,AllD|TFT,1.0,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise05__game_163,agent2,Mistral-7B-Instruct-v0.3,5,một người ích kỷ,0.0667,TFT,1.0,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise05__game_164,agent1,Mistral-7B-Instruct-v0.3,5,một người hợp tác,0.0,AllD|TFT,1.0,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise05__game_164,agent2,Mistral-7B-Instruct-v0.3,5,một người hợp tác,0.0667,TFT,1.0,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise05__game_165,agent1,Mistral-7B-Instruct-v0.3,5,một người hợp tác,0.0667,AllD,0.999852180480957,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise05__game_165,agent2,Mistral-7B-Instruct-v0.3,5,một người ích kỷ,0.1,TFT,1.0,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise05__game_166,agent1,Mistral-7B-Instruct-v0.3,5,một người ích kỷ,0.1,TFT,1.0,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise05__game_166,agent2,Mistral-7B-Instruct-v0.3,5,một người hợp tác,0.0667,TFT,1.0,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise05__game_167,agent1,Mistral-7B-Instruct-v0.3,5,một người ích kỷ,0.1,AllD,0.9928192496299744,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise05__game_167,agent2,Mistral-7B-Instruct-v0.3,5,một người ích kỷ,0.0333,AllD,0.999848484992981,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise05__game_168,agent1,Mistral-7B-Instruct-v0.3,5,một người hợp tác,0.0667,TFT,1.0,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise05__game_168,agent2,Mistral-7B-Instruct-v0.3,5,một người hợp tác,0.0,AllD|TFT,1.0,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise05__game_169,agent1,Mistral-7B-Instruct-v0.3,5,một người hợp tác,0.0333,TFT,1.0,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise05__game_169,agent2,Mistral-7B-Instruct-v0.3,5,một người ích kỷ,0.0,AllD|TFT,1.0,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise05__game_170,agent1,Mistral-7B-Instruct-v0.3,5,một người ích kỷ,0.0333,AllD,0.999968409538269,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise05__game_170,agent2,Mistral-7B-Instruct-v0.3,5,một người hợp tác,0.1333,TFT,1.0,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise05__game_171,agent1,Mistral-7B-Instruct-v0.3,5,một người ích kỷ,0.0,AllD,1.0,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise05__game_171,agent2,Mistral-7B-Instruct-v0.3,5,một người ích kỷ,0.1333,AllD,0.9971901774406433,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise05__game_172,agent1,Mistral-7B-Instruct-v0.3,5,một người hợp tác,0.0333,AllD,0.9999873638153076,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise05__game_172,agent2,Mistral-7B-Instruct-v0.3,5,một người hợp tác,0.1,TFT,1.0,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise05__game_173,agent1,Mistral-7B-Instruct-v0.3,5,một người hợp tác,0.0,AllD|TFT,1.0,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise05__game_173,agent2,Mistral-7B-Instruct-v0.3,5,một người ích kỷ,0.0333,TFT,1.0,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise05__game_174,agent1,Mistral-7B-Instruct-v0.3,5,một người ích kỷ,0.1333,AllD,0.9951732754707336,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise05__game_174,agent2,Mistral-7B-Instruct-v0.3,5,một người hợp tác,0.0333,AllD,0.9998229146003723,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise05__game_175,agent1,Mistral-7B-Instruct-v0.3,5,một người ích kỷ,0.0333,TFT,1.0,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise05__game_175,agent2,Mistral-7B-Instruct-v0.3,5,một người ích kỷ,0.0,AllD|TFT,1.0,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise05__game_176,agent1,Mistral-7B-Instruct-v0.3,5,một người hợp tác,0.0667,TFT,1.0,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise05__game_176,agent2,Mistral-7B-Instruct-v0.3,5,một người hợp tác,0.0,AllD|TFT,1.0,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise05__game_178,agent1,Mistral-7B-Instruct-v0.3,5,một người ích kỷ,0.0667,TFT,1.0,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise05__game_178,agent2,Mistral-7B-Instruct-v0.3,5,một người hợp tác,0.0,AllD|TFT,1.0,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise05__game_177,agent1,Mistral-7B-Instruct-v0.3,5,một người hợp tác,0.0,AllD,1.0,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise05__game_177,agent2,Mistral-7B-Instruct-v0.3,5,một người ích kỷ,0.1333,AllD,0.9977503418922424,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise05__game_179,agent1,Mistral-7B-Instruct-v0.3,5,một người ích kỷ,0.0,AllD|TFT,1.0,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise05__game_179,agent2,Mistral-7B-Instruct-v0.3,5,một người ích kỷ,0.0,AllD|TFT,1.0,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise05__game_182,agent1,Mistral-7B-Instruct-v0.3,5,một người ích kỷ,0.0,AllD|TFT,1.0,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise05__game_182,agent2,Mistral-7B-Instruct-v0.3,5,một người hợp tác,0.0333,TFT,1.0,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise05__game_180,agent1,Mistral-7B-Instruct-v0.3,5,một người hợp tác,0.0333,TFT,1.0,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise05__game_180,agent2,Mistral-7B-Instruct-v0.3,5,một người hợp tác,0.0667,TFT,1.0,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise05__game_181,agent1,Mistral-7B-Instruct-v0.3,5,một người hợp tác,0.1,TFT,1.0,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise05__game_181,agent2,Mistral-7B-Instruct-v0.3,5,một người ích kỷ,0.0,AllD|TFT,1.0,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise05__game_183,agent1,Mistral-7B-Instruct-v0.3,5,một người ích kỷ,0.0333,TFT,1.0,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise05__game_183,agent2,Mistral-7B-Instruct-v0.3,5,một người ích kỷ,0.0667,TFT,1.0,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise05__game_184,agent1,Mistral-7B-Instruct-v0.3,5,một người hợp tác,0.1,TFT,1.0,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise05__game_184,agent2,Mistral-7B-Instruct-v0.3,5,một người hợp tác,0.0,AllD|TFT,1.0,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise05__game_185,agent1,Mistral-7B-Instruct-v0.3,5,một người hợp tác,0.0333,TFT,1.0,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise05__game_185,agent2,Mistral-7B-Instruct-v0.3,5,một người ích kỷ,0.0,AllD|TFT,1.0,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise05__game_187,agent1,Mistral-7B-Instruct-v0.3,5,một người ích kỷ,0.0667,TFT,1.0,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise05__game_187,agent2,Mistral-7B-Instruct-v0.3,5,một người ích kỷ,0.0333,TFT,1.0,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise05__game_186,agent1,Mistral-7B-Instruct-v0.3,5,một người ích kỷ,0.0,AllD|TFT,1.0,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise05__game_186,agent2,Mistral-7B-Instruct-v0.3,5,một người hợp tác,0.0333,TFT,1.0,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise05__game_189,agent1,Mistral-7B-Instruct-v0.3,5,một người hợp tác,0.1333,AllD,0.9909857511520386,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise05__game_189,agent2,Mistral-7B-Instruct-v0.3,5,một người ích kỷ,0.0333,TFT,1.0,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise05__game_188,agent1,Mistral-7B-Instruct-v0.3,5,một người hợp tác,0.0333,TFT,1.0,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise05__game_188,agent2,Mistral-7B-Instruct-v0.3,5,một người hợp tác,0.0,AllD|TFT,1.0,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise05__game_190,agent1,Mistral-7B-Instruct-v0.3,5,một người ích kỷ,0.0,AllD|TFT,1.0,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise05__game_190,agent2,Mistral-7B-Instruct-v0.3,5,một người hợp tác,0.1,TFT,1.0,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise05__game_191,agent1,Mistral-7B-Instruct-v0.3,5,một người ích kỷ,0.1,AllD,0.9967799782752991,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise05__game_191,agent2,Mistral-7B-Instruct-v0.3,5,một người ích kỷ,0.0333,AllD,0.9967799782752991,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise05__game_192,agent1,Mistral-7B-Instruct-v0.3,5,một người hợp tác,0.2333,AllD,0.8791506886482239,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise05__game_192,agent2,Mistral-7B-Instruct-v0.3,5,một người hợp tác,0.0333,AllD,0.9780817627906799,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise05__game_193,agent1,Mistral-7B-Instruct-v0.3,5,một người hợp tác,0.1,AllD,0.9936044812202454,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise05__game_193,agent2,Mistral-7B-Instruct-v0.3,5,một người ích kỷ,0.0333,TFT,1.0,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise05__game_195,agent1,Mistral-7B-Instruct-v0.3,5,một người ích kỷ,0.0667,TFT,1.0,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise05__game_195,agent2,Mistral-7B-Instruct-v0.3,5,một người ích kỷ,0.0333,TFT,1.0,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise05__game_194,agent1,Mistral-7B-Instruct-v0.3,5,một người ích kỷ,0.0333,TFT,1.0,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise05__game_194,agent2,Mistral-7B-Instruct-v0.3,5,một người hợp tác,0.0333,TFT,1.0,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise05__game_197,agent1,Mistral-7B-Instruct-v0.3,5,một người hợp tác,0.0,AllD|TFT,1.0,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise05__game_197,agent2,Mistral-7B-Instruct-v0.3,5,một người ích kỷ,0.1,TFT,1.0,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise05__game_196,agent1,Mistral-7B-Instruct-v0.3,5,một người hợp tác,0.0333,TFT,1.0,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise05__game_196,agent2,Mistral-7B-Instruct-v0.3,5,một người hợp tác,0.0667,TFT,1.0,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise05__game_198,agent1,Mistral-7B-Instruct-v0.3,5,một người ích kỷ,0.0667,AllD,0.9987280964851379,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise05__game_198,agent2,Mistral-7B-Instruct-v0.3,5,một người hợp tác,0.1667,AllD,0.9875227808952332,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise05__game_199,agent1,Mistral-7B-Instruct-v0.3,5,một người ích kỷ,0.0667,AllD,0.9995532631874084,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise05__game_199,agent2,Mistral-7B-Instruct-v0.3,5,một người ích kỷ,0.1333,AllD,0.9951732754707336,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise05__game_200,agent1,Mistral-7B-Instruct-v0.3,5,cooperativo,0.9,AllC,0.9555014371871948,0,0.8333333333333334,0.2,0.08,0.7931034482758621
Mistral-7B-Instruct-v0.3__noise05__game_200,agent2,Mistral-7B-Instruct-v0.3,5,cooperativo,0.8,AllC,0.9442258477210999,1,1.0,0.0,0.2222222222222222,0.6896551724137931
Mistral-7B-Instruct-v0.3__noise05__game_201,agent1,Mistral-7B-Instruct-v0.3,5,cooperativo,0.2333,AllC,0.9967039227485657,1,0.8571428571428571,0.375,0.0,0.7931034482758621
Mistral-7B-Instruct-v0.3__noise05__game_201,agent2,Mistral-7B-Instruct-v0.3,5,egoista,0.0,AllD,1.0,0,0.0,0.0,1.0,0.7586206896551724
Mistral-7B-Instruct-v0.3__noise05__game_202,agent1,Mistral-7B-Instruct-v0.3,5,egoista,0.0,AllD|WSLS,1.0,0,0.0,0.0,1.0,0.13793103448275862
Mistral-7B-Instruct-v0.3__noise05__game_202,agent2,Mistral-7B-Instruct-v0.3,5,cooperativo,0.8667,AllC,0.9999982118606567,1,0.9615384615384616,0.16,0.0,0.13793103448275862
Mistral-7B-Instruct-v0.3__noise05__game_203,agent1,Mistral-7B-Instruct-v0.3,5,egoista,0.0,AllD,1.0,0,0.0,0.0,1.0,0.8620689655172413
Mistral-7B-Instruct-v0.3__noise05__game_203,agent2,Mistral-7B-Instruct-v0.3,5,egoista,0.1333,TFT,1.0,1,0.75,1.0,0.0,0.896551724137931
Mistral-7B-Instruct-v0.3__noise05__game_204,agent1,Mistral-7B-Instruct-v0.3,5,cooperativo,0.9,TFT,1.0,0,0.0,0.0,0.1,0.896551724137931
Mistral-7B-Instruct-v0.3__noise05__game_204,agent2,Mistral-7B-Instruct-v0.3,5,cooperativo,1.0,AllC|TFT|WSLS,1.0,1,1.0,0.0,0.0,0.896551724137931
Mistral-7B-Instruct-v0.3__noise05__game_205,agent1,Mistral-7B-Instruct-v0.3,5,cooperativo,0.9333,AllC,1.0,1,0.9642857142857143,0.07407407407407407,0.0,0.06896551724137931
Mistral-7B-Instruct-v0.3__noise05__game_205,agent2,Mistral-7B-Instruct-v0.3,5,egoista,0.0,AllD|WSLS,1.0,0,0.0,0.0,1.0,0.06896551724137931
Mistral-7B-Instruct-v0.3__noise05__game_206,agent1,Mistral-7B-Instruct-v0.3,5,egoista,0.0667,AllD,0.9984586238861084,0,0.07692307692307693,0.0,0.9259259259259259,0.1724137931034483
Mistral-7B-Instruct-v0.3__noise05__game_206,agent2,Mistral-7B-Instruct-v0.3,5,cooperativo,0.9,AllC,0.9999995231628418,1,0.96,0.125,0.0,0.1724137931034483
Mistral-7B-Instruct-v0.3__noise05__game_207,agent1,Mistral-7B-Instruct-v0.3,5,egoista,0.0,AllD|TFT,1.0,0,0.0,1.0,1.0,0.9310344827586207
Mistral-7B-Instruct-v0.3__noise05__game_207,agent2,Mistral-7B-Instruct-v0.3,5,egoista,0.0667,TFT,1.0,0,0.6666666666666666,1.0,1.0,0.9310344827586207
Mistral-7B-Instruct-v0.3__noise05__game_208,agent1,Mistral-7B-Instruct-v0.3,5,cooperativo,0.9667,TFT|WSLS,1.0,0,0.0,0.0,0.03333333333333333,0.9655172413793104
Mistral-7B-Instruct-v0.3__noise05__game_208,agent2,Mistral-7B-Instruct-v0.3,5,cooperativo,1.0,AllC|TFT|WSLS,1.0,1,1.0,0.0,0.0,0.9655172413793104
Mistral-7B-Instruct-v0.3__noise05__game_209,agent1,Mistral-7B-Instruct-v0.3,5,cooperativo,0.5,AllC,0.9905717372894287,1,0.875,0.38461538461538464,0.5,0.4827586206896552
Mistral-7B-Instruct-v0.3__noise05__game_209,agent2,Mistral-7B-Instruct-v0.3,5,egoista,0.0333,AllD,0.9999929666519165,0,0.09090909090909091,1.0,0.9333333333333333,0.5517241379310345
Mistral-7B-Instruct-v0.3__noise05__game_210,agent1,Mistral-7B-Instruct-v0.3,5,egoista,0.1,AllD,0.9997537732124329,0,0.14285714285714285,0.0,0.9090909090909091,0.3103448275862069
Mistral-7B-Instruct-v0.3__noise05__game_210,agent2,Mistral-7B-Instruct-v0.3,5,cooperativo,0.7333,AllC,0.9999951124191284,1,0.95,0.3684210526315789,0.0,0.3793103448275862
Mistral-7B-Instruct-v0.3__noise05__game_211,agent1,Mistral-7B-Instruct-v0.3,5,egoista,0.0,AllD|TFT,1.0,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise05__game_211,agent2,Mistral-7B-Instruct-v0.3,5,egoista,0.0,AllD|TFT,1.0,0,0.0,1.0,1.0,1.0
Mistral-7B-Instruct-v0.3__noise05__game_213,agent1,Mistral-7B-Instruct-v0.3,5,cooperativo,0.9,AllC,0.9999996423721313,1,0.9615384615384616,0.11538461538461539,0.0,0.13793103448275862
Mistral-7B-Instruct-v0.3__noise05__game_213,agent2,Mistral-7B-Instruct-v0.3,5,egoista,0.0333,WSLS,1.0,0,0.08333333333333333,0.0,1.0,0.06896551724137931
Mistral-7B-Instruct-v0.3__noise05__game_212,agent1,Mistral-7B-Instruct-v0.3,5,cooperativo,0.9333,TFT,1.0,1,1.0,0.0,0.06896551724137931,0.896551724137931
Mistral-7B-Instruct-v0.3__noise05__game_212,agent2,Mistral-7B-Instruct-v0.3,5,cooperativo,0.9667,TFT|WSLS,1.0,0,1.0,0.0,0.03571428571428571,0.896551724137931
Mistral-7B-Instruct-v0.3__noise05__game_214,agent1,Mistral-7B-Instruct-v0.3,5,egoista,0.1,AllD,0.9999135732650757,0,0.16666666666666666,0.0,0.9,0.3793103448275862
Mistral-7B-Instruct-v0.3__noise05__game_214,agent2,Mistral-7B-Instruct-v0.3,5,cooperativo,0.6333,AllC,0.8877277374267578,1,0.9375,0.4117647058823529,0.0,0.4827586206896552
Mistral-7B-Instruct-v0.3__noise05__game_215,agent1,Mistral-7B-Instruct-v0.3,5,egoista,0.0,AllD|TFT,1.0,0,0.0,1.0,1.0,0.9310344827586207
Mistral-7B-Instruct-v0.3__noise05__game_215,agent2,Mistral-7B-Instruct-v0.3,5,egoista,0.1,TFT,1.0,0,0.75,1.0,1.0,0.896551724137931
Mistral-7B-Instruct-v0.3__noise05__game_216,agent1,Mistral-7B-Instruct-v0.3,5,cooperativo,0.9667,TFT|WSLS,1.0,0,0.0,0.0,0.03333333333333333,0.9655172413793104
Mistral-7B-Instruct-v0.3__noise05__game_216,agent2,Mistral-7B-Instruct-v0.3,5,cooperativo,1.0,AllC|TFT|WSLS,1.0,1,1.0,0.0,0.0,0.9655172413793104
Mistral-7B-Instruct-v0.3__noise05__game_217,agent1,Mistral-7B-Instruct-v0.3,5,cooperativo,0.9,AllC,0.9999996423721313,1,0.9629629629629629,0.11538461538461539,0.0,0.10344827586206896
Mistral-7B-Instruct-v0.3__noise05__game_217,agent2,Mistral-7B-Instruct-v0.3,5,egoista,0.0,AllD|WSLS,1.0,0,0.0,0.0,1.0,0.10344827586206896
Mistral-7B-Instruct-v0.3__noise05__game_218,agent1,Mistral-7B-Instruct-v0.3,5,egoista,0.1,AllD,0.9986138343811035,0,0.17647058823529413,0.0,0.875,0.3103448275862069
Mistral-7B-Instruct-v0.3__noise05__game_218,agent2,Mistral-7B-Instruct-v0.3,5,cooperativo,0.8,AllC,0.9999785423278809,1,1.0,0.2857142857142857,0.0,0.27586206896551724
Mistral-7B-Instruct-v0.3__noise05__game_219,agent1,Mistral-7B-Instruct-v0.3,5,egoista,0.1,AllD,0.9975161552429199,0,0.42857142857142855,0.75,1.0,0.7586206896551724
Mistral-7B-Instruct-v0.3__noise05__game_219,agent2,Mistral-7B-Instruct-v0.3,5,egoista,0.1333,AllD,0.9984326958656311,0,0.5714285714285714,1.0,1.0,0.7586206896551724
Mistral-7B-Instruct-v0.3__noise05__game_221,agent1,Mistral-7B-Instruct-v0.3,5,cooperativo,0.3667,TFT,0.5010469555854797,1,0.75,0.4,0.5,0.6206896551724138
Mistral-7B-Instruct-v0.3__noise05__game_221,agent2,Mistral-7B-Instruct-v0.3,5,egoista,0.1,AllD,0.9999887943267822,0,0.5,1.0,0.8333333333333334,0.6551724137931034
Mistral-7B-Instruct-v0.3__noise05__game_220,agent1,Mistral-7B-Instruct-v0.3,5,cooperativo,0.7667,WSLS,0.9259465336799622,0,1.0,0.0,0.24,0.6551724137931034
Mistral-7B-Instruct-v0.3__noise05__game_220,agent2,Mistral-7B-Instruct-v0.3,5,cooperativo,0.8333,AllC,0.7620871663093567,0,0.8571428571428571,0.4,0.125,0.7586206896551724
Mistral-7B-Instruct-v0.3__noise05__game_222,agent1,Mistral-7B-Instruct-v0.3,5,egoista,0.0667,AllD,0.9938457608222961,0,0.16666666666666666,1.0,0.9333333333333333,0.5172413793103449
Mistral-7B-Instruct-v0.3__noise05__game_222,agent2,Mistral-7B-Instruct-v0.3,5,cooperativo,0.5,WSLS,0.4020240902900696,1,0.8666666666666667,0.38461538461538464,0.3333333333333333,0.5172413793103449
Mistral-7B-Instruct-v0.3__noise05__game_223,agent1,Mistral-7B-Instruct-v0.3,5,egoista,0.1,AllD,0.9996212720870972,0,0.5,1.0,1.0,0.7931034482758621
Mistral-7B-Instruct-v0.3__noise05__game_223,agent2,Mistral-7B-Instruct-v0.3,5,egoista,0.1,TFT,1.0,1,0.4,1.0,0.5,0.896551724137931
Mistral-7B-Instruct-v0.3__noise05__game_224,agent1,Mistral-7B-Instruct-v0.3,5,cooperativo,0.9333,TFT,1.0,0,1.0,0.0,0.07142857142857142,0.8620689655172413
Mistral-7B-Instruct-v0.3__noise05__game_224,agent2,Mistral-7B-Instruct-v0.3,5,cooperativo,0.9333,TFT|WSLS,1.0,1,1.0,0.5,0.03571428571428571,0.9310344827586207
Mistral-7B-Instruct-v0.3__noise05__game_225,agent1,Mistral-7B-Instruct-v0.3,5,cooperativo,0.9333,AllC,0.9999933242797852,1,0.96,0.043478260869565216,0.2,0.13793103448275862
Mistral-7B-Instruct-v0.3__noise05__game_225,agent2,Mistral-7B-Instruct-v0.3,5,egoista,0.1333,WSLS,1.0,0,0.2,1.0,0.8571428571428571,0.20689655172413793
Mistral-7B-Instruct-v0.3__noise05__game_226,agent1,Mistral-7B-Instruct-v0.3,5,egoista,0.0333,AllD,0.9956847429275513,0,0.0,0.0,0.9473684210526315,0.3793103448275862
Mistral-7B-Instruct-v0.3__noise05__game_226,agent2,Mistral-7B-Instruct-v0.3,5,cooperativo,0.6333,AllC,0.997312605381012,1,0.9444444444444444,0.3333333333333333,0.0,0.41379310344827586
Mistral-7B-Instruct-v0.3__noise05__game_227,agent1,Mistral-7B-Instruct-v0.3,5,egoista,0.0667,AllD,0.9998161196708679,0,0.4,1.0,1.0,0.8620689655172413
Mistral-7B-Instruct-v0.3__noise05__game_227,agent2,Mistral-7B-Instruct-v0.3,5,egoista,0.0667,AllD,0.9897260069847107,0,0.4,1.0,1.0,0.8620689655172413
Mistral-7B-Instruct-v0.3__noise05__game_228,agent1,Mistral-7B-Instruct-v0.3,5,cooperativo,0.9,TFT,1.0,0,0.0,0.0,0.1,0.896551724137931
Mistral-7B-Instruct-v0.3__noise05__game_228,agent2,Mistral-7B-Instruct-v0.3,5,cooperativo,1.0,AllC|TFT|WSLS,1.0,1,1.0,0.0,0.0,0.896551724137931
Mistral-7B-Instruct-v0.3__noise05__game_229,agent1,Mistral-7B-Instruct-v0.3,5,cooperativo,0.7,AllC,0.9976523518562317,0,0.9523809523809523,0.19047619047619047,0.5,0.3103448275862069
Mistral-7B-Instruct-v0.3__noise05__game_229,agent2,Mistral-7B-Instruct-v0.3,5,egoista,0.0333,WSLS,0.8019444346427917,1,0.0,1.0,0.9545454545454546,0.27586206896551724
Mistral-7B-Instruct-v0.3__noise05__game_230,agent1,Mistral-7B-Instruct-v0.3,5,egoista,0.1,AllD,0.9960760474205017,0,0.25,1.0,0.875,0.7241379310344828
